Unit_Id,Annotation,Media_Unit-Annotation_Score,Expert,Trusted_Judgment,term1,b1,e1,term2,b2,e2,Unit,term1_UMLS
902125,cause,0.5163977795,0,0,ANTIGENIC PROPERTIES OF SKIN,109,136,SKIN SPECIFIC PEMPHIGUS VULGARIS,188,220,The possibility that the distribution of skin lesions in some cutaneous diseases is due to variations in the ANTIGENIC PROPERTIES OF SKIN was investigated by mapping the expression of the SKIN SPECIFIC PEMPHIGUS VULGARIS and bullous pemphigoid antigens in different regions of the body.,SKIN
902134,cause,0.0827605889,0,0,ISLET CELL NEOGENESIS,91,111,DIABETES,79,87,"If islet cell tolerance could be re induced, a major clinical hurdle to curing DIABETES by ISLET CELL NEOGENESIS may be overcome.",ISLET CELL
902135,cause,0.1084652289,0,0,SKIN,56,59,DERMATOPHYTOSES,112,127,"Between 1994 and 1998, a total of 790 feather, hair and SKIN specimens from a variety of animals with suspected DERMATOPHYTOSES were studied, of which 248 (31.4%) yielded dermatophytes.",SKIN
902140,cause,0.3417430631,0,0,THYROID,28,34,HASHIMOTO'S THYROIDITIS,16,39,Pathogenesis of HASHIMOTO'S THYROIDITIS is largely cell mediated immune destruction of the THYROID,THYROID
902157,cause,0,0,0,CERVIX,57,62,CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I),75,117,"Altogether, 1924 women were studied: 42.8% with a normal CERVIX 16.2% with CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I), 12.7% with CIN II, 20.8% with CIN III, and 7.6% with invasive cervical cancer (ICC.",CERVIX
902160,cause,0.3110855084,0,0,LIVER FAILURE,74,87,LIVER,60,64,"Protoporphyrins sometimes accumulate to toxic levels in the LIVER causing LIVER FAILURE; if this occurs, a liver transplant becomes necessary.",LIVER
902170,cause,0.632455532,0,0,PATHOGENESIS OF RESIDUAL GASTRITIS,63,97,REFLUX TO THE STOMACH,5,25,Bile REFLUX TO THE STOMACH is believed as one of the important PATHOGENESIS OF RESIDUAL GASTRITIS however the prevention for bile reflux cannot always heal the gastritis.,STOMACH
902176,cause,0.0819231921,0,0,SKIN,72,75,GENERALIZED HIVES,108,125,"Acute onset of an illness (over minutes to several hours) involving the SKIN mucosal tissue, or both (e.g., GENERALIZED HIVES; pruritus or flushing; swollen lips, tongue, or uvula) and at least one of the following:  a.",SKIN
902178,cause,0.9538209665,0,1,LOW BONE TURNOVER,150,166,LOW TURNOVER OSTEOMALACIA,181,206,"In all centers, independent of the aluminum staining technique used, the extent of aluminum deposited in bone was greater in patients presenting with LOW BONE TURNOVER whether from LOW TURNOVER OSTEOMALACIA or adymic bone disease, than in the predomint hyperparathyroid bone disease.",BONE
902183,cause,0.990147543,0,1,RICKETS,42,48,WT BONE,0,6,"WT BONE explanted into Hyp mice developed RICKETS and osteomalacia, but Hyp bone explanted into WT mice displayed persistent osteomalacia and abnormalities in the primary spongiosa, indicating that both phosphate and PHEX independently regulate extracellular matrix mineralization.",BONE
902192,cause,0,0,0,BONE MARROW,78,88,LEUKEMIA,152,160,Short  and long term co cultures of 49 cases of human osteosarcoma cells with BONE MARROW or peripheral blood cells of patients with different types of LEUKEMIA were studied.,BONE MARROW
902194,cause,0.9282791216,0,1,HYPERPLASIA IN THE BONE MARROW LIVER SPLEEN LYMPH,78,126,MASTOCYTOSIS,0,12,"MASTOCYTOSIS is a heterogeneous group of disorders characterized by mast cell HYPERPLASIA IN THE BONE MARROW LIVER SPLEEN LYMPH nodes, gastrointestil tract, and skin.",BONE MARROW
902197,cause,0.291729983,0,0,BRAIN,73,78,EPILEPSY,54,62,Many similarities exist between cerebral ischemia and EPILEPSY regarding BRAIN-damaging and auto-protective mechanisms that are activated following the injurious insult,BRAIN
902198,cause,0.6154574549,0,0,INFLAMMATORY BOWEL DISEASES,44,70,ULCERATIVE COLITIS,79,97,"29  Inflammatory bowel disease   Typically, INFLAMMATORY BOWEL DISEASES (e.g., ULCERATIVE COLITIS and Crohn disease) produce inflammatory diarrhea, with blood and pus in the stool.",BOWEL
902200,cause,0.1084652289,0,0,LUNGS,46,50,LUNG CANCER,59,70,The distribution of ferruginous bodies in the LUNGS of ten LUNG CANCER patients with definite occupatiol history of asbestos exposure and the kind of core fibers in the center of the ferruginous bodies were evaluated.,LUNGS
902202,cause,0.5050762723,0,0,LYMPHANGIOMA,20,32,LYMPH VESSELS,99,111,"In the oral cavity, LYMPHANGIOMA is a rare, non odontogenic, benign neoplasm which origites from LYMPH VESSELS",LYMPH VESSELS
902218,cause,0.1490711985,0,0,BONE MARROW,131,142,CHRONIC EOSINOPHILIC LEUKAEMIA,15,45,"A diagnosis of CHRONIC EOSINOPHILIC LEUKAEMIA was made on the basis of myeloproliferative involvement of both peripheral blood and BONE MARROW, associated with eosinophilic differentiation and a t(5;12)(q33;p13) translocation",BONE MARROW
902221,cause,0,0,0,BONE,99,102,OSTEOMYELITIS,66,79,"In a 5 1/2 year retrospective study of hospitalized children with OSTEOMYELITIS who had technetium BONE scans, we found that 32 of 38 (84%) had increased radionuclide uptake, 4 (11%) had normal uptake and 2 (5%) had decreased uptake.",BONE
902226,cause,0.1714985851,0,0,FREE LUNG CELLS,265,279,BRONCHIAL CARCINOMA,289,308,"Such studies are of particular interest in patients with recurrent chest infections, to detect abnormalities of local cellular immunity; in pulmory fibrosis to assess activity of the disease and effect of treatment by observing morphology and testing function of FREE LUNG CELLS; and in BRONCHIAL CARCINOMA to investigate local immune responses to the tumour.",LUNG
902239,cause,0.1031421246,0,0,BRAIN,205,209,SSPE BRAIN TISSUES,200,218,"Moreover, the formation of large nuclear inclusions filled with smooth filaments appears to be a characteristic process of SSPE, but not of measles, since this type of inclusion is invariably seen in SSPE BRAIN TISSUES BRAIN cultures derived from them, and CV 1 cells infected with SSPE viruses.",BRAIN
902253,cause,0.7330166661,0,0,HYPOTHYROIDISM,455,469,OVERT PRIMARY THYROID FAILURE,363,391,progression to overt hypothyroidism or hyperthyroidism in female relatives of patients with autoimmune thyroid disease using the Thyroid Events Amsterdam (THEA) score  Subclinical hypothyroidism and functiol mobility in older adults  British Medical Jourl  Serum thyroid stimulating hormone in assessment of severity of tissue hypothyroidism in patients with OVERT PRIMARY THYROID FAILURE: cross sectiol survey  Disorders of sodium balance  Cancer  HYPOTHYROIDISM: a frequent event after radiotherapy and after radiotherapy with chemotherapy for patients with head and neck carcinoma  Jourl of the American Medical Association  Radiation dose response relationships for thyroid nodules and autoimmune thyroid diseases in.,THYROID
902259,cause,0.3202563076,0,0,SMALL JOINTS OF THE HANDS,178,203,ARTHRITIS,227,236,"The clinical features of the disease were morning stiffness, pain and limitation of motion of the dorsolumbar spine in four of the five members, associated with arthritis of the SMALL JOINTS OF THE HANDS in three, shoulder periARTHRITIS in two and costal cartilage pain in one.",JOINTS
902260,cause,0.1561737619,0,0,SKIN CONDITIONS,66,80,ACTINIC KERATOSIS,92,109,The sap of the plant Euphorbia peplus is a traditiol remedy for SKIN CONDITIONS including ACTINIC KERATOSIS,SKIN
902273,cause,0.6396021491,0,0,MEDULLOBLASTOMAS,97,113,CENTRAL NERVOUS SYSTEM,0,21,"CENTRAL NERVOUS SYSTEM (CNS) embryol tumors are devastating cancers in children, consisting of MEDULLOBLASTOMAS CNS primitive neuroectodermal tumors, and atypical teratoid/rhabdoid tumors.",CENTRAL NERVOUS SYSTEM
902277,cause,0.8834522086,0,1,INVOLVEMENT OF THE SKIN AND MUCOSA,159,192,DERMATOSES (ECZEMA NEURODERMATITIS PSORIASIS PEMPHIGUS ETC),66,125,Clinical and laboratory examitions of 250 patients with chronic DERMATOSES (ECZEMA NEURODERMATITIS PSORIASIS PEMPHIGUS ETC) have revealed secondary candidal INVOLVEMENT OF THE SKIN AND MUCOSA in 121 (46.6%.,SKIN
902284,cause,0.4020151261,0,0,MULTIFOCAL LEUKOENCEPHALOPATHY,62,92,BRAIN,33,37,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyeliting disease of the central nervous system with a high mortality rate.,BRAIN
902285,cause,0.2672612419,0,0,LIVERS,87,93,CHRONIC HEPATITIS,38,55,A variety of liver diseases including CHRONIC HEPATITIS and cirrhosis were seen in the LIVERS of a majority of the ducks from Chi tung.,LIVERS
902286,cause,0.1259881577,0,0,BREAST CANCER,0,12,INVASIVE BREAST CANCER,67,89,"BREAST CANCER  It was predicted that in the United States in 2007, INVASIVE BREAST CANCER would be diagnosed in an estimated 178,480 women; in situ disease would be diagnosed in 62,030 women; and 40,460 women would die of the disease.",BREAST
902293,cause,0.53935989,0,0,JOINTS,27,32,ARTHRITIS,0,9,ARTHRITIS developed in all JOINTS in which the prosthesis elongated or broke.,JOINTS
902294,cause,0.3077935056,0,0,LIVER BIOPSY SPECIMEN,100,120,CHRONIC HEPATITIS,142,159,"In addition to the characterization of the degree of inflammation and fibrosis, the evaluation of a LIVER BIOPSY SPECIMEN from a patient with CHRONIC HEPATITIS includes a description of all of the findings present (e.g., steatosis, bile duct changes, granulomas, type of inflammatory cells, presence of iron, and Mallory hyaline) or a notation of their absence.",LIVER
902308,cause,0.1125087901,0,0,PATELLO FEMORAL JOINT,44,64,ARTHROSIS OF THE KNEE,109,130,The progressive radiological changes in the PATELLO FEMORAL JOINT after upper tibial osteotomy performed for ARTHROSIS OF THE KNEE were studied more than 10 years after the surgical procedure.,JOINT
902320,cause,0.9970544855,0,1,END STAGE LIVER DISEASE,104,126,ALCOHOLIC CIRRHOSIS,152,171,"SEE:   liver    liver transplantation    The surgical implantation of a donor liver into a patient with END STAGE LIVER DISEASE whether it is caused by ALCOHOLIC CIRRHOSIS chronic cholestatic diseases, chronic or fulmint hepatitis, or toxic liver destruction.",LIVER
902325,cause,0.0821994937,0,0,SKIN,113,116,BENIGN MUCOUS MEMBRANE PEMPHIGOID,0,33,"BENIGN MUCOUS MEMBRANE PEMPHIGOID (BMMP) is characterized by immunoglobulin deposits along the basal zone of the SKIN and mucous membranes, leading to blistering erosions of the involved regions.",SKIN
902328,cause,0,0,0,THE BASAL JOINT OF THE THUMB,82,109,ARTHRITIS,69,78,The senior author has performed the Swanson implant arthroplasty for ARTHRITIS of THE BASAL JOINT OF THE THUMB for the past 12 years.,JOINT
902330,cause,0.6488856845,0,0,HEPATOCELLULAR CARCINOMA,60,84,LIVER,168,173,"Therefore, although serum P III P can be a useful marker in HEPATOCELLULAR CARCINOMA it may possibly be difficult to discrimite it from benign diseases involving the LIVER and biliary tract.",LIVER
902331,cause,0.2828427125,0,0,BONE MARROW,100,110,MYELOGENOUS LEUKEMIA,126,146,This study shows that both recombint human interleukin (rhIL)3 and rhIL4 induced proliferation in BONE MARROW (BM) cells of MYELOGENOUS LEUKEMIA patients in a manner similar to that reported using normal BM cells.,BONE MARROW
902335,cause,0.5298129428,0,0,PSORIASIS,48,57,PRIMARY SKIN DISEASES,18,39,"On the other hand PRIMARY SKIN DISEASES such as PSORIASIS atopic dermatitis, acune vulgaris, chronic idiopathic urticaria and alopecia areata may induce psychologic features.",SKIN
902339,cause,0.3418817294,0,0,EPITHELIAL OVARIAN CANCER,0,25,OVARIES,89,96,EPITHELIAL OVARIAN CANCER (EOC) arises from the epithelial layer covering the surface of OVARIES and i.p.,OVARIES
902340,cause,0,0,0,LUNG CANCERS,6,17,NON SMALL CELL LUNG CANCER,70,96,Human LUNG CANCERS are divided into small cell lung cancer (SCLC) and NON SMALL CELL LUNG CANCER (NSCLC) based on established criteria.,LUNG
902345,cause,0.979957887,0,1,HAIR LOSS,346,354,ALOPECIA AREATA,278,293,"Prognosis  In most cases that begin with a small number of patches of hair loss, hair grows back after a few months to a year.[8] In cases with a greater number of patches, hair can either grow back or progress to alopecia totalis or, in rare cases, universalis.[8]  Effects of ALOPECIA AREATA are mainly psychological (loss of self image due to HAIR LOSS.",HAIR
902348,cause,0.596284794,0,0,SKIN LESIONS,129,140,DRUG INDUCED DERMATITIS,39,62,Skin biopsies from eight patients with DRUG INDUCED DERMATITIS have been compared with skin biopsies from 16 patients developing SKIN LESIONS (acute graft versus host reaction and/or drug induced reaction) after bone marrow transplantation.,SKIN
902353,cause,0.8082903769,0,0,JOINTS,20,26,OSTEOARTHRITIS,103,117,It is said that the JOINTS of the affected limb by poliomyelitis are protected from the development of OSTEOARTHRITIS,JOINTS
902354,cause,0.3030457634,0,0,UTERINE CERVIX,28,41,CANCER OF THE CERVIX,115,135,Persistent infection of the UTERINE CERVIX with high risk human papillomaviruses (HPV) is causally associated with CANCER OF THE CERVIX,UTERINE CERVIX
902355,cause,0,0,0,PROSTATES,124,132,PROSTATIC CARCINOMAS,80,100,We investigate the presence of HPV in 60 prostatic benign hyperplasias and in 5 PROSTATIC CARCINOMAS in surgically resected PROSTATES by PCR technique using consensus and type specific primers.,PROSTATES
902366,cause,0.8366600265,0,0,EPILEPSY,103,111,BRAIN,66,70,"In the present study, the influence of organic alterations in the BRAIN on the age of manifestation of EPILEPSY was investigated by means of cranial computer tomography (CCT) in 307 children and adolescents.",BRAIN
902370,cause,0.5601120336,0,0,LIVERS,226,231,CIRRHOSIS,360,369,"In chronic active hepatitis of viral (132 cases) and autoimmune etiology livers (20 cases) with or without cirrhosis, the incidence of membranous expression of Lewis Y in clustered hepatocytes of viral and autoimmune etiology LIVERS was 21 and 0% of mild chronic active hepatitis; 69 and 25% of moderate degree; 85 and 50% of severe degree; and 87 and 100% of CIRRHOSIS respectively.",LIVERS
902388,cause,0.133630621,0,0,BONE,56,59,OSTEOPOROSIS,0,12,OSTEOPOROSIS medications can exert favorable effects on BONE size and cortical thickness.,BONE
902397,cause,0.3202563076,0,0,DISEASE OF THE SKIN AND MUCOUS MEMBRANES,47,86,PEMPHIGUS VULGARIS,0,18,PEMPHIGUS VULGARIS is an autoimmune blistering DISEASE OF THE SKIN AND MUCOUS MEMBRANES that is caused by anti desmoglein 3 IgG autoantibodies.,SKIN
902403,cause,0.0816496581,0,0,PANCREATIC ISLETS,15,31,STREPTOZOTOCIN INDUCED DIABETES,91,122,The ability of PANCREATIC ISLETS implanted into abdomil muscle to effect a recovery from STREPTOZOTOCIN INDUCED DIABETES was compared with that of i.p implants.,PANCREATIC ISLETS
902415,cause,0.1020620726,0,0,CRANIAL NERVES,95,108,NEURO OPHTHALMOLOGIC AND CRANIAL NERVE DISORDERS,116,164,PERIPHERAL NERVOUS SYSTEM DISORDERS  INTRODUCTION  The peripheral nervous system refers to the CRANIAL NERVES (see  NEURO OPHTHALMOLOGIC AND CRANIAL NERVE DISORDERS and spil nerves from their origin to their end.,CRANIAL NERVES
902419,cause,0.3,0,0,CHRONIC GRANULOCYTIC LEUKEMIA CELLS,13,48,BONE MARROW CELLS,67,83,"By contrast, CHRONIC GRANULOCYTIC LEUKEMIA CELLS as well as normal BONE MARROW CELLS lymphocytes, and monocytes, contain predomintly low molecular weight (less than 95 kDa) tyrosine kise substrates.",BONE MARROW
902420,cause,0,0,0,MALIGNCY OF THE KIDNEY,28,51,WILMS' TUMOR,0,12,WILMS' TUMOR is a pediatric MALIGNCY OF THE KIDNEY,KIDNEY
902422,cause,0,0,0,ISLET CELLS,62,72,ISLET CELL TUMORS,150,167,"Neuron specific enolase was localized in nerve fibers, normal ISLET CELLS and islet cell tumors; its concentration was elevated only in the tissue of ISLET CELL TUMORS and in serum from patients with insulinoma.",ISLET CELLS
902437,cause,0.8485281374,0,0,OSTEOARTHRITIS THAT INVOLVES JOINTS,234,268,OSTEOARTHRITIS,234,248,C]  Specific recommendation: ? Consider referral to a rheumatologist for diagnostic consultation for CPPD disease/pseudogout in patients with: ? Inflammatory arthritis ? Osteoarthritis that appears to have an inflammatory component ? OSTEOARTHRITIS THAT INVOLVES JOINTS that are not usually affected by OSTEOARTHRITIS ? Consider referral to other specialists for patients with signs and symptoms of other underlying diseases such as: ? Hemochromatosis ? Hyperparathyroidism ? Acromegaly ? See module  Osteoarthritis.,JOINTS
902442,cause,0.8838834765,0,1,ARTHROSIS,83,92,OVERUSED JOINTS,116,130,"In each case, abnormal biomechanics were caused by or associated with arthritis or ARTHROSIS due to advanced age or OVERUSED JOINTS",JOINTS
902445,cause,0.3333333333,0,0,CONTRALATERAL TESTIS,20,39,TESTICULAR GERM CELL CANCER,68,95,CIS is found in the CONTRALATERAL TESTIS in 5% of the patients with TESTICULAR GERM CELL CANCER,TESTIS
902446,cause,0,0,0,KOHLER'S BONE DISEASE,0,21,OSTEOCHONDROSIS OF THE TARSAL,48,77,KOHLER'S BONE DISEASE  KOHLER'S BONE DISEASE is OSTEOCHONDROSIS OF THE TARSAL vicular bone.,BONE
902448,cause,0.6761234038,0,0,EVEN WHEN THE THYROID GLAND IS OUTSIDE OF,121,161,OF RADIATION INDUCED THYROID CANCER,85,120,"Because of the extreme sensitivity of the thyroid gland in children, there is a risk OF RADIATION INDUCED THYROID CANCER EVEN WHEN THE THYROID GLAND IS OUTSIDE OF the irradiated field.",THYROID GLAND
902453,cause,0.9970544855,0,1,OSTEOGENESIS IMPERFECTA,0,23,LOW BONE MASS,83,95,"OSTEOGENESIS IMPERFECTA (OI) is a genetic disorder of increased bone fragility and LOW BONE MASS Severity varies widely, ranging from intrauterine fractures and perital lethality to very mild forms without fractures.",BONE
902455,cause,0.133630621,0,0,HAIR FOLLICLES,32,46,BENIGN FOLLICULAR TUMORS,101,125,"However, the deeper portions of HAIR FOLLICLES were also found to be unlabeled, and further study of BENIGN FOLLICULAR TUMORS which may histologically mimic basal cell carcinomas is suggested",HAIR FOLLICLES
